ogr_DogID,Age,Sex,GoodAppetite,EarCleaning,NailCutting,AttendsClasses,BehavesWellClass,AttendsHomeSwitches,Status,text
20205,4.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,i am a full time hospice nurse who visits patients on a flexible schedule start time in the morning varies and arrival home varies however i make my schedule so i am able to come home between patients if necessary evenings are usually spent doing tasks around the house or running errands i attend a quilt bee every two weeks and look forward to increasing my outings in the evening to enrich my pup in training weekends are as calm or busy as necessary with trips to the beach at times the pup will share the house with my senior  yo flat coated retriever who is a retired hospice therapy dog who will demonstrate settle very effectively  i also have two parrotts who will expose pup to a variety of vocabulary and fun sounds the queen of the house is my cat  princess jasmine  who only cares about the location of her food bowl and her next nap i look forward to using my experience and resources to raise pups that are well prepared for the important vocation they have been assigned 
20201,3.0,0.0,1.0,4.0,1.0,5.0,2.0,3.0,0.0,i m  years old and in good health retired in   from the federal government after over  years of service have  grown children who live away from home thankfully they visit regularly and we have a close relationship live in a cottage on a larger sized property it small main living area that incorporates kitchen eating  a sofa and a bed a separate bathroom and a closet room  there is an area for a dog crate and i could put things away in containers that i don t want to become puppy casualties hurt the puppy had a german sheppard as a pet guard dog when a child and a bouvier des flanders when the kids were growing up currently have no pets volunteer at a kennel for service puppies in training really enjoy my time there pottying  supervising play time grooming feeding and cleaning the kennels the dogs seem to enjoy me too and i joke that it s because they are training to be of help and they sense that i need a lot of help ? wake up between a and a go to the gym shortly after rest of day is running errands visiting volunteering taking and giving martial arts classes my kids are happy and supportive of me and would enjoy visiting and interacting with the puppy i m more on the sensitive soft side but am also very conscious of not teaching reinforcing any bad manners and following the guiding eyes training guidelines seeking assistance if needed 
20199,10.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,0.0,i will be a senior this year at lolhs our school day is from  i have no extracurricular actives until spring season crew  when i get home from school i do my homework and also spend time with my scottish terrier nutella nutella is  years old we also have a guinea pig that is  years old my mom and i live in a house near the beach we live in a neighborhood where there are a few other dogs our backyard is fenced in but we have lots of opportunities for walks on the beach or to go running  every other weekend i take the train to my father s in nyc he is okay with the classes on saturday  they have a king charles cocker spaniel named rooney who will be  years old  during the weekends that i am in ol i relax or find different activities like the beach or hanging out with friends 
20190,4.0,0.0,1.0,4.0,5.0,5.0,4.0,1.0,0.0,overall i have a flexible schedule my work week is monday thru friday however i work for myself and make my own hours the work environment is very calm in that i am a licensed massage therapist and yoga therapist the office is about  min from my house and is located on the second floor of a very old factory building think erector sets the toy from years and years ago! it has wooden floors and big windows that are up higher a very forgiving environment with lots of stairs and hallways i can easily have a kennel there and my clients are looking forward to meeting our new friend i plan to have enough time inbetween appointments to give the pup my complete attention which is just a matter of how i choose to book the appointments i can also have the pup at home and break up the day from morning and afternoon by being home for several hours most probably a bit of both two wednesdays a month i am away from home from until  including travel time working in a corporate setting on these  days my daughter alison has agreed to spend time with our little girl or guy joan moore also a puppy raiser has also agreed to me dropping the pup off at her house for some pup playtime i don t work on weekends the home life looks like this  female sister cats who are years old and do not go outside they have never scratched or bitten me or anyone else and are very timid although curious and friendly they are up to date on their shots and i use revolution on them even though they are inside just to be safe my partner is john terry who is an absolute lover of all animals and most importantly very well trained by me! hehehe meaning he understands that i am the main trainer for the pup and he is willing to be on the same page with me in all the activities concerning the pup we live in a small cape home  sq feet which is already animal safe because of our cats we do not have sidewalks and the road we live on is relatively busy however there are side roads which are not i am also willing to drive to where there are sidewalks to get a diversified experience i believe that we are relatively well setup for this experience i can only say relatively because it hasn t happened yet! but wherever we may be lacking we are willing to do what we need to do to improve the accommodations i am a bit nervous! it s a tremendous responsibility however i also know that i communicate better with all animals than people so i feel confident to learn the language i have had  dogs before in my life they were my best friends and will always be a part of who i am in retrospect i am surprised they were as well behaved as they were considering i knew nothing! an additional thought i would like to add is my request for a black dog i live in black leggings for my work and the maintenance of the removal of yellow hair would be something that i really would rather not have to devote time to i do hope that doesn t sound offensive in any way but if i know me this pup is going to very close to me most of the time and i plan on being hairy i also believe but perhaps not accurately that the female black labs tend to be a little smaller which given the ways in which i depend on the well being of my fingers hands and arms might make more sense for me all that being said i soooo do not wish to create criteria that puts me right out of the program so it s just my humble opinion oh and i bend crawl jump bark and roll over wait i won t bark  i hope i have created a picture that is clear and user friendly for all of us thank you for this wonderful opportunity i have already learned so very much and it s hardly begun peace
20189,4.0,0.0,1.0,5.0,4.0,5.0,4.0,1.0,0.0,cynthia wake up shower day care kids arrive morning activities walk breakfast drawing trampoline etc  lunch kids take nap cleans up house plays with the kids kids go home makes dinner dan wakes up  shower breakfast work until  comes home gym computer dinner  amelia wakes up shower makeup hair breakfast school until  volleyball  comes home tv homework dinner daniel wakes up  showers breakfast leaves for school  comes home  homework tv gym shower dinner  if possible we would like a boy puppy black
20189,4.0,0.0,1.0,5.0,4.0,5.0,4.0,1.0,0.0,cynthia wake up shower day care kids arrive morning activities walk breakfast drawing trampoline etc  lunch kids take nap cleans up house plays with the kids kids go home makes dinner dan wakes up  shower breakfast work until  comes home gym computer dinner  amelia wakes up shower makeup hair breakfast school until  volleyball  comes home tv homework dinner daniel wakes up  showers breakfast leaves for school  comes home  homework tv gym shower dinner  if possible we would like a boy puppy black
20188,4.0,0.0,1.0,5.0,5.0,5.0,4.0,5.0,0.0,i attend a community college four days out of the week tues fri  and i m usually in class from about with a couple breaks in between classes on any typical day during the week i m up by about am and always try to get in a mile walk before i have to leave for class when i come home from class i usually take another mile walk sometime before dinner i plan on bringing my pup to school with me for part or all of the days i have classes saturday monday i work at a parking garage during the day and have evenings free i plan on bringing my pup to work with me as well my school work schedule are the reasons i want to get an older pup  
20177,4.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,0.0,my family and i are very excited about becoming guiding eyes volunteers and puppy raisers  we live in a two story home in pittsford  the family consists of myself my husband our daughter and our son  we also have two female dogs  a yellow lab and a whippet mix  we also have a pet rabbit  she lives in a hutch and is out only with supervision my husband has a full time job and i have a part time job  i work as a school nurse for hours a day  i will have the summer off so i think that would be a good time to get a puppy if one is available during the school year we can be busy in the evenings with sports practices and or appts with the kids  our weekends are more relaxing unless we have a sporting event to attend for one of the kids however we can be quite flexible and head in different directions or only have one of us leave the house if needs arise we really look forward to this journey with guiding eyes!
20142,3.0,0.0,1.0,3.0,3.0,5.0,5.0,1.0,0.0,we live in a country setting on  acres of land we have many family members that live with in a one mile radius and if needed could make a trip and allow the puppy to get busy  included in this is four retired parents we leave for work by on weekdays kathy works a mile from home and can take lunch at home kathy also can be home by to drop alli off from school to attend to the puppy our daughter alli is soon to be  and is going to be an integral part of the puppy raising zach our oldest leaves for college in the fall and is looking forward to helping when he is home i work for verizon and often pass through town and can stop for a quick check and bathroom time there is always someone home from in the afternoon till morning our weekends are extremely flexible with occasional trips to parade and fire dept functions this will be an excellent opportunity for socialization when the puppy is ready kathy is a teacher and class adviser which will allow the pup to attend many different social environments through school wes is a county fire coordinator and would be able to take the pup to meetings and expose the pup to another experience our extended family also has many animals to expose the pup to  cows goats rabbits cat chickens horses we have had three previous dogs as pets a golden retriever beagle and a dalmatian the dalmatian was trained and proficient enough to march in the parades with wes off leash and was a real crowd favorite we have had a relationship with our vet for over twenty years and find them very caring and willing to make emergency calls if necessary we look forward to learning and being able to help teach a puppy to become someones guiding eyes thank you for your time 
20135,4.0,0.0,1.0,4.0,4.0,5.0,3.0,1.0,0.0,my  year old son pete and myself will be the puppies primary raisers we live with my husband paul and daughter mary who will be going off to college in the fall the four of us live in the suburbs in a ranch style home on acre land the back yard has some fencing but is not completely closed off my husband and i have always had dogs but when our son pete was born we discovered he had asthma this is why we did not adopt again when our dogs passed away pete has since outgrown his asthma and we are more than ready to begin raising a dog again i am a physical therapist and presently work on a per diem basis i am also taking online classes to earn my masters in orientation and mobility therefore i am often home studying  pete finishes school june  th and will be a freshman in the fall he plays baseball times per week throughout the summer but otherwise is usually home after june  th someone will always be home  i am taking  online classes this summer therefore we are unable to go on a long vacation however we hope to take a day overnight trips occasionally because we have not had a dog in years we would love a mild mannered puppy if possible to begin our puppy raising experience sex does not matter unless you think one or the other is easier for a beginner we truly cant wait to begin!
20099,4.0,1.0,1.0,3.0,4.0,5.0,4.0,3.0,0.0,a typical day is getting up around am to drive my daughter to school that is about  minutes away  come back home and begin my work day from my home office  leave around pm to pick my daughter up from school  come back home finish out my work day and then get dinner ready  our weekend schedules vary depending on the fun activities and chores that have to happen  i have much flexibility during my week and weekend schedules because of working from home i would write you a novel if my life was that wonderfully complicated but it isn t  i choose a simple life family first work and fun  we do go camping in a travel trailer and would definitely take the puppy with us on any weekend camping trips 
20072,4.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,0.0,my household is made up of just my husband and me  we currently do not have any other pets  during the week we live in a small townhouse but on the weekends we live in a slightly larger log home on  acres  neither home has a fence so we are used to constantly having the dogs we have owned in the past on leash  the townhouse is three levels and the floor surfaces are vinyl tile concrete and carpet  we have stairs that go down into the basement and up to the second floor  our townhouse backs up to a small shopping area that has a grocery store two eating establishments and other small retail establishments  there is always some type of activity going on in the neighborhood either the yard crews are cutting the grass noisy lawnmowers leaf blowers  kids are playing in front of our house the mailman is delivering the mail etc  we also live about  blocks from an elementary school and community pool  all of this is in our subdivision  there are sidewalks and bike paths to walk the puppy along we walk to the grocery store times a week to go grocery shopping  we have a fire department  blocks from our house that has fire trucks and an ambulance we also live close to frederick city and can go into the city in the evenings for social outings  the city has a lot more cars and distractions then at either of our other two houses  out at the cabin the puppy will get to experience rocky roads dirt paths grassy paths various wildlife turkey deer bear snakes bobcat grouse etc  mud and lots of water  the log house is  hours from our townhouse so the puppy will get used to riding with us  the floor surfaces inside the home are ceramic tile carpet and hardwood flooring  we have sliding glass doors and the inevitable screen doors that all of our dogs have had to learn about i have family that live on the eastern shore so the puppy will be exposed to the bay and ocean annapolis sea gulls sand etc  during the week my husband works from home  days a week and i work at home  days a week  my husband travels about times a year for about a week at a time  i travel anywhere from times a year from weeks each time  the puppy will not be going on work travel since we will be in areas that do not allow animals  my husband and i coordinate travel so one person will be home while the other person is traveling  once the puppy is housebroken and has a little more self control he will be going to my office with me  my office is an hour away from my house and i leave at  am  work consists of sitting around reading at my desk going to meetings going to the farmer s market on tuesdays riding in elevators walking up stairs going through sliding glass doors going to the cafeteria for lunch going through security check points walking on carpet tile marble and concrete  i work on a federal government campus so we are fairly isolated and there is a lot of open space and trees where i work  inside the buildings there is a lot of glass and open spaces  my job may be changing soon which will mean less work traveling and more time actually going into the office instead of working from home  it will just mean that the puppy makes the trek into my office more times per week then he would be doing now  any personal travel that my husband and i have done in the past we have always brought our dogs so vacation time is making sure the dogs can go along too  the puppy will be used to hotels and long rides that s about it  our life is pretty ordinary but we do have a lot of different things going on 
20060,4.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,0.0,i currently work two jobs  one full time with a schedule of hours per week  minutes from my home  this allows me to come home for lunch daily  the other is part time evenings and weekends consisting of approximately  hours  the evening shift is and the weekends are am pm  once again i am within minutes from home  they are very understanding and interested in my commitment to raising a geb puppy and have already altered my schedule so i can attend puppy classes on monday evenings  i am very much a homebody and enjoy gardening bike riding and walking hiking in the summer and reading cooking and baking in the winter hence the  lb gain from our past fabulous wny winter  my  year old daughter is home from school for the summer and works at our complex as a lifeguard  she is attending a local college and is studying animal behavior and ecology conservation  she is very excited about this opportunity to raise a puppy for a visually impaired person a child or some other alternative career  we have never had a puppy or dog as this is something i did not want to even attempt without having the proper training to be a successful and responsible dog guardian  i thought this would be a fabulous experience for both of us and give us a taste of being responsible puppy dog lovers and owners for the benefit of someone in need  we are animal lovers but have always been cat people and let s be honest it doesn t take much to be a good cat caretaker  we currently have two house cats that do not go outside  they are both spayed females  pixie is a year and a half and belle is going to turn  on july th  they have a love hate relationship and both sleep on purr pads on my bed this is the love part or in their cat tree  they also love to watch the birds in our feeder from the sliding glass door in the living room  we live in a two story townhouse in a beautiful parklike setting  we have lots of green space and plenty of opportunities for socialization  we also live very close to a village for walking experiences  my daughter and i walk on a regular basis and are both in perfect health  we are hoping for a sweet female to complete our girl pad! we can t wait to meet our new family member and are hopeful it will be soon after our graduation as i am off from my full time job for the summer! thank you for your time and we are looking forward to working to be the best puppy raisers ever!  lisa and emma miller
20059,4.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,i live with my parents in a pretty big house i am a student at the somers high school and so i have to go to school on weekdays i go to school from  to around  if i have after school activies i have activites after school in the beginning of the year i have boys scouts at   and tae kwon do to on wednesday  on thursday and   on fridays on saturdays i am free unless i have something going on like di or parties on sunday i piano lessons around  to  on vacations my family likes to visit the family down in brooklyn especially during christmas and thanksgiving on winter break and spring break i am usually free unless i have vacation somewhere else during the summer i usually go to  different sleepaway camps they usually follow each other so i am out for  weeks i have started an internship which is  for  weeks during the summer the vacations can be flexible if my parents do so but my camps and school are not my typical day would be go to school come back do my homework play some video games and then go to sleep i can be active given i something to motivate me to do so i am a pretty fit person for my young age of 
20058,4.0,0.0,1.0,3.0,2.0,4.0,4.0,3.0,0.0,since i will be able to bring the puppy to work with me this pup will be supervised for most of all days  i live in yorktown close to geb  have a fenced in yard that has flood lights for evening walks  i have two border collies one neutered one spayed  both are trained and have good house manners  both received their akc canine good citizenship certificates  i believe our family would be best suited with a male labrador having a female in heat would not bring calm and peace in my household even though yankee is neutered both my children are of college age and understand the responsibility of raising a guide dog  one daughter at one point was a foster parent for a local rescue group 
20043,4.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,0.0,i am retired and i live with my wife in a single family home in west nyack new york  we expect to install fencing for a portion of the backyard in the next couple of weeks  we have previously owned four dogs  we had two of our dogs at the same time  they were both bouviers that we raised from pups  we rescued two other dogs in later years one was a puppy and one was a five year old  at the current time our typical day includes a two mile walk some exercises at home e g push ups planks squats lunges etc  some household chores and some minor yard maintenance  on many days we run personal errands and do some light shopping reading and watch sporting events in the evening  we currently expect to be doing some small home improvement projects and minor repairs in our home we also take periodic dance and cooking lessons at present  i also work as a financial advisor for a handful of clients  i do almost all of that work in my home office in addition i do volunteer work for the local library as a trustee which requires short periodic meetings and some additional work from home totally about hours weekly  on the weekends and occasionally during the week we will socialize with friends at dinner or at a baseball game 
20017,8.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,0.0,i am currently disabled so i do not work and i m home most of the day sarah works at home and works  hrs a day  days a week i was s vet tech before being disabled so i ve been around and worked with dogs for the past twenty years  we have a house two story with a large fenced in yard we have two other dogs both spend most of the day sleeping but can be enticed to play or fetch our lab would play tug with our last guiding eyes pup the border collie mostly just does her own thing we have  cats they are used to dogs and once comfortable enjoy snuggling with the dogs  i am currently waiting to have a kidney and bone marrow transplant if it occurs it will most likely be around september right now it is questionable if that will happen but if it does i will have to go to boston for  months  we d prefer a female dog as i believe it will get along better with my lab 
20017,4.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,0.0,i am currently disabled so i do not work and i m home most of the day sarah works at home and works  hrs a day  days a week i was s vet tech before being disabled so i ve been around and worked with dogs for the past twenty years  we have a house two story with a large fenced in yard we have two other dogs both spend most of the day sleeping but can be enticed to play or fetch our lab would play tug with our last guiding eyes pup the border collie mostly just does her own thing we have  cats they are used to dogs and once comfortable enjoy snuggling with the dogs  i am currently waiting to have a kidney and bone marrow transplant if it occurs it will most likely be around september right now it is questionable if that will happen but if it does i will have to go to boston for  months  we d prefer a female dog as i believe it will get along better with my lab 
20016,7.0,1.0,1.0,4.0,3.0,5.0,4.0,5.0,0.0,most of my day is flexible i stay home with two daughters ava yrs and ashley yrs  my husband is home a little more than the month and travels the rest of it  the girls are self sufficient and help with chores  i get up and make them breakfast lunch for school and they are off by  school days  once they leave i usually eat breakfast check e mail pay bills paperwork gardening pick up the house grocery shop exercise walk bike weights at home or yoga  or work  i own a small business tootsweetsoapshack com making handcrafted goat s milk soap and cream and sugar scrubs  making products usually takes about  min hours at a time start to finish then wrap the products at a separate time  i deliver my products locally to  small stores as needed and wrap up local orders to leave on my porch  i try to start dinner before the kids get home we usually eat dinner after school before activities start  most of my older daughter s activities pole vault club aerial silks dance classes village project volunteer key club member horse riding sessions are at the high school or in town  my younger daughter ashley is involved with oberlin choristers monday night practice and occasional recitals  vocals at school of rock in rocky river min lesson once a week and hour band practice  guitar lesson at our house on sundays and occasional art classes  we participate in carpools but should not be away from the house for more than  hours and plan to bring the puppy with us whenever possible  both vehicles can accommodate a crate without a problem  we will have house guests as our family lives in other parts of the country but visit frequently  our summer is pretty laid back with some traveling my husband is a pilot for united airlines and plans to contact the chief pilot to find out about airplane travel with the puppy as we would like to bring it with us when it s old enough  we were planning on going to seattle to visit family for christmas but if the puppy isn t old enough to join us we will postpone until it is  next summer july we have an extended family reunion heritage trip to sweden and prague with my husband s family for  days  the primary caregiver will be me with the help of my daughters when they are home i have one concern that i discussed with theresa camloh and she thought it would be worked out  we have  rescue cats that i believe will be ok when we bring a new puppy into the home after a transition period one will be aloof one will be best buds and one may stay upstairs for the  months because she is afraid of her own shadow but desperately wants to be pet  but it may be difficult to bring a new puppy into our home quarterly because of the transition period of them accepting a new family member we are very excited to be part of the guiding eyes program  
20014,3.0,0.0,1.0,5.0,5.0,5.0,5.0,1.0,0.0,dave and i live in a single family home in vienna with a fenced yard and get busy area for our  dogs german shepherds and a yorkie  we also have a cat who has been around our dogs since she came to us as a kitten and even with claws she never swats the dogs our daily routine  dave wakes between  and  a m  lets the dogs out feeds them lets them out again  i usually wake at am go to the pool and swim come home dress and leave for work  dave will then take the  dogs and walk  miles  we started walking  dogs when we had belmont  he is home with them most of the day except when he does errands he grooms the shepherds a couple times a week and i groom the yorkie once a month bath and clipping  he does a second walk later in the day depending on the temperature outside  i come home from work and we are on the porch or relaxing inside and then eat dinner  before bed the dogs go out again  when we get the pup i will adjust my routine to include a morning walk and an evening walk as well as play since dave will not be able to walk  dogs  i will also ensure the progressive socialization of the pup had to do this with tex  started with short walks in the cul de sac then the next neighborhood then the little shopping plaza up the street etc  dave works for nvcc he is an associate dean and teacher most of his work is virtual  when regular semesters are in session he goes into the campus for about  hours  times a week  i live about  min from my job and have flexibility with telework  when we raised belmont she went to work with me on the metro a couple times a week downtown d c  i swim because of my lumbar discs can t run anymore  on the weekends i take the shepherds and play ball which they love to let them stretch their legs  on saturdays we often take the younger shepherd tex  and the yorkie huey to reston town center where james oliver dogu has group socialization for many of his clients and their dogs  we have been taking tex out since he was a pup almost  years now this has been a fabulous experience for the noise kids and crowd socialization we have  local grandkids and  who have dogs and have been around our belmont for the past  years  they will spend the night a couple times a quarter our schedules are very flexible and we both plan to take the pup to work on various days after the little one earns his her vest weekends i take advantage of the time off to take the shepherds on a long walk on the bike path they are champs and can handle the bikers runners and other dogs as well as strollers my personal work travel is minimal and very manageable dave does not travel  our personal travel we will be going to europe in oct for bike trip i currently am an adoption coordinator for lab rescue and have been reducing my applicant pool so i am freed up when we get a pup  my time will be dedicated to the pup  it has been just  years since tex joined our pack at age  months so we are puppy refreshed i hope this helps! woof mary 
19984,8.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,0.0,we are a family of three my husband dr wael othman myself rasha and my  year old daughter jenna my husband works full time and late hours therefore jenna and i will be primarily raising the puppy a typical day begins with us waking at am shower dress breakfast and then off to school at am while jenna is in school i run errands with the future puppy and i study for my graduate record examination which i should be taking in august  at pm jenna s bus arrives to the bus stop in front of our house on wednesday s jenna has a piano lesson at pm which i could take the puppy to on wednesday s jenna stays later at school for spanish class i pick her up at pm  which i could also take the puppy to as well  our schedule is generally flexible at this point in our lives as i am not working at the moment we haven t figured out or summer schedule yet but i anticipate jenna will be in a weekly summer camp my schedule will more or less stay the same on weekends we spend family time together and like to do outdoor activities and have gatherings with our friends who have kids jenna s age and younger  we live in a single family home in edgewater in a neighborhood that is full of young families and very dog friendly we travel a few times a year to our family house in florida usually around thanksgiving and christmas and once during the summer the date tbd i m not sure at this time is we would be taking the puppy with us or if we would leave it with a guiding eyes sitter  jenna is a wonderful little girl who adores animals is super intelligent and very excited to learn we strongly prefer a girl puppy i ve had experience with smaller dogs but for my husband and jenna this will be their first experience we have a fluffy white cat names odette who is wary of strangers but very sweet with us 
